Gender,Attrition/Retention ,Age group,Department,Education Switch Calc,Job Role,Attrition,Attrition Label,Education,Education Field,Switch Attrition/Retention ,0,Age,Attrition Count,Employee Count,Job Involvement,Job Level,Job Satisfaction,Relationship Satisfaction,Work Life Balance,Environment Satisfaction,Attrition,CF_current Employee,Total Working Years,Years In Current Role,Monthly Income,
Male,Retention,45-55,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,45,,1,3,2,2,3,1,2,No,1,20,9,2348,
Female,Retention,25-34,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Marketing,TRUE,0,32,,1,3,3,4,4,3,2,No,1,9,8,8998,
Male,Retention,25-34,R & D,High School,Manufacturing Director,No,Current Employees,High School,Technical Degree,TRUE,0,29,,1,3,2,3,1,3,4,No,1,10,7,4319,
Male,Retention,45-55,R & D,Master's Degree,Manufacturing Director,No,Current Employees,Master's Degree,Medical,TRUE,0,51,,1,2,2,3,3,3,2,No,1,10,0,6132,
Female,Retention,> 55,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,58,,1,2,1,2,2,2,2,No,1,9,0,3346,
Male,Retention,35-44,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Marketing,TRUE,0,40,,1,2,3,4,1,2,3,No,1,15,11,10855,
Female,Retention,25-34,Sales,Master's Degree,Sales Representative,No,Current Employees,Master's Degree,Marketing,TRUE,0,34,,1,3,1,3,4,3,3,No,1,6,3,2231,
Male,Retention,< 25,R & D,High School,Research Scientist,No,Current Employees,High School,Medical,TRUE,0,22,,1,3,1,4,1,3,3,No,1,2,2,2323,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,27,,1,3,1,2,4,1,4,No,1,6,2,2024,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,28,,1,3,1,4,3,1,3,No,1,5,2,2713,
Male,Retention,> 55,R & D,Associates Degree,Healthcare Representative,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,57,,1,4,3,4,2,1,3,No,1,12,3,9439,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,27,,1,2,1,3,4,2,3,No,1,1,1,2566,
Female,Retention,45-55,R & D,Bachelor's Degree,Manager,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,50,,1,3,5,2,2,3,3,No,1,21,4,19926,
Male,Retention,35-44,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,41,,1,3,1,3,1,3,1,No,1,13,8,2451,
Female,Retention,25-34,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,30,,1,3,3,4,3,3,2,No,1,12,9,9419,
Female,Retention,35-44,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,38,,1,2,2,4,3,4,1,No,1,12,3,8686,
Male,Retention,25-34,R & D,Doctoral Degree,Research Scientist,No,Current Employees,Doctoral Degree,Life Sciences,TRUE,0,32,,1,3,1,3,1,3,3,No,1,8,4,3038,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Technical Degree,TRUE,0,27,,1,3,1,2,4,2,3,No,1,6,2,3058,
Female,Attrition,< 25,Sales,High School,Sales Representative,Yes,Attrited Employees,High School,Technical Degree,TRUE,0,19,1,1,1,1,1,1,4,3,Yes,0,1,0,2325,
Male,Retention,35-44,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Medical,TRUE,0,36,,1,3,1,2,3,2,4,No,1,13,7,2088,
Male,Retention,25-34,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,30,,1,3,2,1,3,3,3,No,1,12,9,3072,
Female,Retention,45-55,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,45,,1,3,2,1,1,4,3,No,1,9,4,5006,
Female,Retention,> 55,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,56,,1,3,1,1,3,3,3,No,1,19,2,4257,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,33,,1,3,1,4,1,4,3,No,1,4,1,2500,
Male,Attrition,< 25,R & D,Bachelor's Degree,Laboratory Technician,Yes,Attrited Employees,Bachelor's Degree,Life Sciences,TRUE,0,19,1,1,2,1,4,3,2,2,Yes,0,1,0,1102,
Female,Retention,45-55,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Marketing,TRUE,0,46,,1,3,3,1,3,3,2,No,1,24,13,10453,
Female,Retention,35-44,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,38,,1,3,1,4,3,3,3,No,1,2,2,2288,
Female,Retention,25-34,R & D,High School,Research Scientist,No,Current Employees,High School,Medical,TRUE,0,31,,1,3,1,4,3,3,3,No,1,7,2,3929,
Female,Retention,25-34,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Medical,TRUE,0,34,,1,3,1,2,4,3,4,No,1,9,2,2311,
Female,Attrition,35-44,Sales,Associates Degree,Sales Representative,Yes,Attrited Employees,Associates Degree,Marketing,TRUE,0,41,1,1,3,1,2,4,2,2,Yes,0,4,3,3140,
Male,Retention,45-55,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,50,,1,2,1,3,4,2,3,No,1,5,2,3690,
Female,Retention,45-55,R & D,Associates Degree,Manufacturing Director,No,Current Employees,Associates Degree,Medical,TRUE,0,53,,1,4,2,1,3,3,4,No,1,5,2,4450,
Female,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,33,,1,3,1,2,4,3,4,No,1,8,7,2756,
Female,Retention,35-44,R & D,High School,Manager,No,Current Employees,High School,Medical,TRUE,0,40,,1,3,5,3,2,3,4,No,1,21,8,19033,
Male,Retention,45-55,R & D,Master's Degree,Research Director,No,Current Employees,Master's Degree,Medical,TRUE,0,55,,1,4,5,2,4,3,3,No,1,36,15,18722,
Male,Retention,25-34,R & D,High School,Manufacturing Director,No,Current Employees,High School,Life Sciences,TRUE,0,34,,1,2,2,3,3,2,4,No,1,10,9,9547,
Female,Retention,45-55,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,51,,1,3,4,2,3,3,4,No,1,21,7,13734,
Male,Retention,45-55,R & D,Master's Degree,Manager,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,52,,1,2,5,3,1,3,3,No,1,34,18,19999,
Female,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,27,,1,3,1,2,4,2,4,No,1,7,7,2279,
Male,Attrition,35-44,R & D,Associates Degree,Manufacturing Director,Yes,Attrited Employees,Associates Degree,Life Sciences,TRUE,0,35,1,1,2,2,3,1,3,2,Yes,0,8,0,5916,
Male,Retention,35-44,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,43,,1,4,1,4,4,4,4,No,1,7,4,2089,
Male,Retention,45-55,R & D,Associates Degree,Manager,No,Current Employees,Associates Degree,Medical,TRUE,0,45,,1,2,4,4,4,3,1,No,1,22,8,16792,
Male,Retention,35-44,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,37,,1,4,1,1,1,2,2,No,1,8,7,3564,
Female,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,35,,1,3,2,2,4,3,2,No,1,10,2,4425,
Female,Retention,35-44,R & D,Associates Degree,Manufacturing Director,No,Current Employees,Associates Degree,Medical,TRUE,0,42,,1,3,2,3,2,3,3,No,1,11,3,5265,
Male,Retention,35-44,R & D,Master's Degree,Manufacturing Director,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,38,,1,3,2,3,2,3,4,No,1,14,0,6553,
Male,Retention,35-44,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Technical Degree,TRUE,0,38,,1,3,2,4,1,1,4,No,1,9,7,6261,
Male,Retention,25-34,R & D,High School,Manufacturing Director,No,Current Employees,High School,Technical Degree,TRUE,0,27,,1,2,2,1,3,3,3,No,1,6,2,4298,
Male,Retention,45-55,R & D,Master's Degree,Manufacturing Director,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,49,,1,3,2,4,1,3,4,No,1,7,7,6804,
Male,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Medical,TRUE,0,34,,1,3,1,3,4,4,4,No,1,5,3,3815,
Male,Retention,35-44,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Medical,TRUE,0,40,,1,3,2,4,3,4,3,No,1,15,2,2741,
Male,Attrition,35-44,R & D,High School,Healthcare Representative,Yes,Attrited Employees,High School,Medical,TRUE,0,38,1,1,3,2,1,2,3,2,Yes,0,17,0,6673,
Female,Attrition,25-34,Sales,Bachelor's Degree,Sales Executive,Yes,Attrited Employees,Bachelor's Degree,Marketing,TRUE,0,29,1,1,3,3,4,4,2,2,Yes,0,10,4,7639,
Male,Retention,< 25,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,22,,1,4,1,2,1,2,4,No,1,4,2,2328,
Female,Retention,35-44,R & D,High School,Laboratory Technician,No,Current Employees,High School,Medical,TRUE,0,36,,1,3,1,4,1,3,2,No,1,8,1,2153,
Male,Retention,35-44,R & D,Doctoral Degree,Healthcare Representative,No,Current Employees,Doctoral Degree,Life Sciences,TRUE,0,40,,1,2,2,4,4,1,4,No,1,5,2,4876,
Male,Retention,45-55,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Medical,TRUE,0,46,,1,3,3,1,3,3,4,No,1,17,2,9396,
Male,Attrition,25-34,Sales,Master's Degree,Sales Executive,Yes,Attrited Employees,Master's Degree,Medical,TRUE,0,32,1,1,1,3,4,3,2,4,Yes,0,14,8,10400,
Male,Retention,25-34,R & D,High School,Manufacturing Director,No,Current Employees,High School,Life Sciences,TRUE,0,30,,1,2,3,3,3,3,3,No,1,12,8,8474,
Female,Retention,25-34,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,27,,1,3,2,3,4,3,4,No,1,7,7,9981,
Male,Retention,45-55,R & D,Master's Degree,Research Director,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,51,,1,2,3,2,4,1,2,No,1,16,9,12490,
Female,Attrition,25-34,R & D,Bachelor's Degree,Research Scientist,Yes,Attrited Employees,Bachelor's Degree,Technical Degree,TRUE,0,30,1,1,3,1,1,3,3,4,Yes,0,8,2,2657,
Female,Retention,35-44,Sales,Bachelor's Degree,Manager,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,41,,1,3,3,4,3,3,4,No,1,16,0,13591,
Female,Attrition,25-34,Sales,Master's Degree,Sales Executive,Yes,Attrited Employees,Master's Degree,Marketing,TRUE,0,30,1,1,2,2,1,3,2,3,Yes,0,9,3,6696,
Male,Attrition,25-34,R & D,Bachelor's Degree,Research Scientist,Yes,Attrited Employees,Bachelor's Degree,Technical Degree,TRUE,0,29,1,1,3,1,3,4,2,3,Yes,0,7,2,2058,
Female,Retention,45-55,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,45,,1,2,3,4,4,3,4,No,1,23,7,8865,
Female,Retention,45-55,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Marketing,TRUE,0,54,,1,3,2,1,4,3,4,No,1,16,2,5940,
Male,Retention,35-44,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,36,,1,3,2,2,4,4,4,No,1,16,11,5914,
Female,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Medical,TRUE,0,33,,1,2,1,2,4,3,3,No,1,7,2,2622,
Male,Retention,35-44,R & D,Bachelor's Degree,Research Director,No,Current Employees,Bachelor's Degree,Other,TRUE,0,37,,1,3,3,4,3,3,2,No,1,10,8,12185,
Male,Retention,35-44,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,38,,1,3,3,3,3,2,1,No,1,17,10,10609,
Male,Retention,25-34,R & D,Master's Degree,Manufacturing Director,No,Current Employees,Master's Degree,Medical,TRUE,0,31,,1,1,2,3,4,3,3,No,1,6,4,4345,
Male,Retention,> 55,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,59,,1,2,1,4,1,3,3,No,1,7,0,2177,
Male,Retention,35-44,Sales,Master's Degree,Sales Representative,No,Current Employees,Master's Degree,Marketing,TRUE,0,37,,1,3,1,4,3,3,1,No,1,13,8,2793,
Female,Retention,25-34,Sales,High School,Sales Executive,No,Current Employees,High School,Medical,TRUE,0,29,,1,3,3,4,4,3,2,No,1,11,10,7918,
Female,Retention,35-44,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Marketing,TRUE,0,35,,1,3,3,3,1,4,3,No,1,10,7,8789,
Male,Attrition,25-34,R & D,High School,Research Scientist,Yes,Attrited Employees,High School,Medical,TRUE,0,29,1,1,2,1,4,3,2,3,Yes,0,4,3,2389,
Female,Retention,45-55,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,52,,1,2,1,4,2,2,3,No,1,6,2,3212,
Male,Retention,35-44,R & D,Associates Degree,Manager,No,Current Employees,Associates Degree,Technical Degree,TRUE,0,42,,1,3,5,4,4,3,3,No,1,22,17,19232,
Male,Retention,> 55,HR,Associates Degree,Human Resources,No,Current Employees,Associates Degree,Medical,TRUE,0,59,,1,3,1,3,4,2,2,No,1,7,2,2267,
Female,Retention,45-55,Sales,Master's Degree,Manager,No,Current Employees,Master's Degree,Medical,TRUE,0,50,,1,3,5,4,3,2,4,No,1,32,0,19517,
Male,Attrition,25-34,R & D,Bachelor's Degree,Laboratory Technician,Yes,Attrited Employees,Bachelor's Degree,Medical,TRUE,0,33,1,1,3,1,4,3,1,3,Yes,0,8,4,2436,
Female,Retention,35-44,Sales,Bachelor's Degree,Manager,No,Current Employees,Bachelor's Degree,Marketing,TRUE,0,43,,1,3,4,4,3,3,4,No,1,22,13,16064,
Female,Attrition,25-34,R & D,Associates Degree,Laboratory Technician,Yes,Attrited Employees,Associates Degree,Life Sciences,TRUE,0,33,1,1,3,1,1,1,4,1,Yes,0,13,7,2707,
Male,Retention,45-55,Sales,Master's Degree,Manager,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,52,,1,2,5,3,4,4,1,No,1,33,7,19068,
Female,Retention,25-34,Sales,Associates Degree,Sales Representative,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,32,,1,3,1,2,1,3,3,No,1,6,3,3931,
Male,Attrition,25-34,R & D,Bachelor's Degree,Laboratory Technician,Yes,Attrited Employees,Bachelor's Degree,Life Sciences,TRUE,0,32,1,1,2,1,3,4,1,4,Yes,0,4,2,3730,
Female,Retention,35-44,R & D,Master's Degree,Laboratory Technician,No,Current Employees,Master's Degree,Medical,TRUE,0,39,,1,3,1,3,3,3,3,No,1,7,2,2232,
Male,Retention,25-34,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Marketing,TRUE,0,32,,1,3,2,4,1,3,3,No,1,4,2,4465,
Male,Retention,35-44,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,41,,1,3,2,1,1,2,3,No,1,17,0,3072,
Male,Retention,35-44,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Technical Degree,TRUE,0,40,,1,3,2,4,1,3,1,No,1,9,8,3319,
Male,Retention,45-55,R & D,Bachelor's Degree,Manager,No,Current Employees,Bachelor's Degree,Other,TRUE,0,45,,1,4,5,4,3,3,3,No,1,25,0,19202,
Male,Retention,25-34,R & D,Master's Degree,Research Director,No,Current Employees,Master's Degree,Medical,TRUE,0,31,,1,3,3,3,1,3,2,No,1,9,2,13675,
Female,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,33,,1,2,1,4,3,2,3,No,1,2,2,2911,
Male,Retention,25-34,R & D,Master's Degree,Manufacturing Director,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,34,,1,2,2,1,2,3,4,No,1,13,9,5957,
Female,Retention,35-44,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Medical,TRUE,0,37,,1,2,1,1,1,2,3,No,1,17,1,3920,
Male,Retention,45-55,R & D,Master's Degree,Manufacturing Director,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,45,,1,4,2,3,4,3,1,No,1,9,2,6434,
Male,Attrition,35-44,R & D,Bachelor's Degree,Manufacturing Director,Yes,Attrited Employees,Bachelor's Degree,Medical,TRUE,0,37,1,1,3,3,3,2,3,1,Yes,0,17,0,10048,
Female,Retention,35-44,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Technical Degree,TRUE,0,39,,1,3,3,3,4,3,3,No,1,20,6,10938,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,29,,1,3,1,4,1,3,3,No,1,6,5,2340,
Female,Retention,35-44,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,42,,1,4,2,1,3,3,4,No,1,10,2,6545,
Male,Retention,25-34,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Marketing,TRUE,0,29,,1,3,2,4,4,3,4,No,1,10,2,6931,
Female,Retention,25-34,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,25,,1,3,2,3,4,3,1,No,1,5,2,4898,
Female,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,42,,1,2,1,1,3,3,4,No,1,10,6,2593,
Male,Retention,35-44,R & D,Associates Degree,Research Director,No,Current Employees,Associates Degree,Medical,TRUE,0,40,,1,3,5,3,4,3,1,No,1,22,7,19436,
Male,Retention,45-55,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,51,,1,3,1,4,2,2,3,No,1,1,0,2723,
Male,Attrition,25-34,R & D,Associates Degree,Laboratory Technician,Yes,Attrited Employees,Associates Degree,Medical,TRUE,0,31,1,1,2,1,2,2,4,3,Yes,0,6,4,3479,
Male,Retention,25-34,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,32,,1,4,1,2,3,1,2,No,1,5,1,2794,
Male,Retention,35-44,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,38,,1,2,2,4,4,3,4,No,1,13,7,5249,
Male,Retention,25-34,R & D,High School,Laboratory Technician,No,Current Employees,High School,Technical Degree,TRUE,0,32,,1,2,2,1,4,3,4,No,1,9,2,2176,
Female,Retention,45-55,Sales,Bachelor's Degree,Manager,No,Current Employees,Bachelor's Degree,Technical Degree,TRUE,0,46,,1,1,4,2,2,2,3,No,1,28,7,16872,
Male,Attrition,25-34,R & D,Master's Degree,Laboratory Technician,Yes,Attrited Employees,Master's Degree,Life Sciences,TRUE,0,28,1,1,3,1,3,3,1,1,Yes,0,5,0,3485,
Male,Retention,25-34,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,29,,1,2,2,2,2,3,1,No,1,10,0,6644,
Male,Retention,25-34,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,31,,1,2,2,4,2,3,2,No,1,10,0,5582,
Male,Retention,25-34,R & D,Associates Degree,Healthcare Representative,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,25,,1,4,2,1,4,3,2,No,1,6,3,4000,
Male,Retention,45-55,R & D,Associates Degree,Healthcare Representative,No,Current Employees,Associates Degree,Medical,TRUE,0,45,,1,3,4,4,2,3,3,No,1,21,7,13496,
Male,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,36,,1,3,1,4,3,3,4,No,1,16,13,3210,
Male,Retention,45-55,R & D,Bachelor's Degree,Manager,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,55,,1,3,5,1,3,3,4,No,1,37,10,19045,
Male,Attrition,45-55,R & D,Master's Degree,Manager,Yes,Attrited Employees,Master's Degree,Life Sciences,TRUE,0,47,1,1,3,3,2,4,2,1,Yes,0,10,7,11849,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,28,,1,3,1,4,4,2,4,No,1,5,2,2070,
Male,Retention,35-44,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Medical,TRUE,0,37,,1,3,2,4,2,4,3,No,1,7,4,6502,
Male,Retention,< 25,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Medical,TRUE,0,21,,1,2,1,3,1,4,4,No,1,3,2,3230,
Female,Retention,35-44,R & D,Master's Degree,Research Director,No,Current Employees,Master's Degree,Medical,TRUE,0,37,,1,3,3,4,1,3,1,No,1,15,2,13603,
Female,Retention,35-44,R & D,Bachelor's Degree,Manager,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,35,,1,4,3,2,2,2,2,No,1,10,7,11996,
Female,Retention,35-44,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Medical,TRUE,0,38,,1,4,2,1,3,3,1,No,1,8,0,5605,
Female,Retention,25-34,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,26,,1,3,2,2,1,1,3,No,1,6,5,6397,
Male,Retention,45-55,R & D,High School,Research Director,No,Current Employees,High School,Life Sciences,TRUE,0,50,,1,3,5,2,1,2,1,No,1,28,4,19144,
Male,Retention,45-55,R & D,Master's Degree,Research Director,No,Current Employees,Master's Degree,Medical,TRUE,0,53,,1,3,4,3,4,2,3,No,1,21,3,17584,
Male,Retention,35-44,Sales,High School,Sales Executive,No,Current Employees,High School,Life Sciences,TRUE,0,42,,1,3,2,3,3,3,2,No,1,20,16,4907,
Male,Retention,25-34,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,29,,1,3,2,4,1,2,2,No,1,10,7,4554,
Male,Retention,45-55,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Technical Degree,TRUE,0,55,,1,3,2,4,4,3,2,No,1,12,7,5415,
Male,Retention,25-34,R & D,Associates Degree,Healthcare Representative,No,Current Employees,Associates Degree,Medical,TRUE,0,26,,1,3,2,1,3,3,1,No,1,5,3,4741,
Female,Retention,35-44,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,37,,1,3,1,4,2,3,4,No,1,17,12,2115,
Male,Attrition,35-44,R & D,Bachelor's Degree,Laboratory Technician,Yes,Attrited Employees,Bachelor's Degree,Life Sciences,TRUE,0,44,1,1,3,1,3,4,1,4,Yes,0,19,0,3161,
Male,Retention,35-44,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,38,,1,3,2,4,2,3,4,No,1,10,2,5745,
